"","X0","r2","rm","r2","rm","r2","rm","r2","rm","r2","rm","r2","rm","r2","rm","r2","rm","r2","rm","r2","rm"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0,0.497631992585358,1.09292790338854,0.871459413982367,0.657013571648193,0.88288836178634,2.43346113847023,0.937896086654325,0.837449710719229,0.379647168441534,1.04856639518357,0.0846500293118261,1.21562565809481,0.647655987252657,0.546857845773608,0.0536158762023613,0.838077671908917,0.414379510112041,1.22437074539918,0.756344773937479,0.58588926033079
"3",0,0.951470359962327,0.534177989131769,0.764984667488442,1.88240475916352,0.667891917193796,1.41648729856792,0.850150601140795,0.686871643463029,0.886917614731504,0.668865019568718,0.653005438386937,1.484694458288,0.333685275744765,2.40847744107577,0.635403346838158,1.42070146830408,0.749338362756079,1.42069089955118,0.632856774348606,1.44097725648908
"4",0,0.829599842356792,4.22604173377358,0.745508549433905,4.3841528084622,0.561026405292911,4.28676995425159,0.738376169653089,5.7923952246155,0.734943180953568,4.34139594323503,-0.637228281990739,2.68462506815468,0.537593945230939,4.19897812611045,-0.393701579661037,4.65129329814707,0.398526478078755,3.31011331605001,-0.288644489056587,2.87348997039833
"5",0,0.925957218143587,0.796882961066001,0.425410660923717,1.46099391748971,-0.265740073847609,2.19555686887834,0.830985585360343,1.15704372881451,0.916790642375825,0.642062961470849,0.408645437128463,2.02926914407282,0.604309357018856,1.18821112120359,-0.162156362531522,1.50732431152547,0.220515575442815,5.50000939669978,-0.169126254318185,2.51757912401026
"6",0,0.593968748518148,6.38380644466003,0.867378758834483,2.44260258915218,0.0612918143379525,8.12292626766635,0.328224651840034,3.32993611761365,0.487469334564907,4.09684921725973,-0.109814025021153,4.25136320310031,0.599853204124312,2.59646274625727,0.27837667304109,3.81820280369409,0.710280231586861,2.73412530708385,0.616246172635759,2.37724766459303
"7",0,0.298713864173714,12.1066225677181,0.947487546237927,1.12067486767792,0.291476967679132,3.26380448342515,0.915568868268877,1.6460890923953,0.275239829956633,5.77078613208329,0.810806220619997,2.7592718585227,0.695485793344578,3.57249720016193,0.659255019662487,3.20739059432774,0.800035415020138,2.48439338721014,0.899999361307489,1.48962300191433
"8",0,0.726922706236041,0.778384195256855,0.893860107553491,0.546656725539299,0.732383774977754,0.781930211859886,0.291913957400822,1.69150221075361,0.921384745711413,0.906538458652646,0.524678571355258,3.59242830062851,0.815776151459664,0.724685324916677,0.378726702032372,1.48768500458739,0.821028297761378,2.13700538497227,0.694572785378722,1.34641647746761
"9",0,0.10611893196506,1.36907510609835,0.99496399321534,2.70129175274422,0.648359752290554,13.6059666857929,0.866826022722717,0.323513572173519,0.992010668359272,15.4166645191711,0.88847691510506,0.333515760420302,0.762992889808612,0.747610220910238,0.974408007276636,15.9346389601305,0.0118387130202662,6.05677492659822,0.537009232707715,0.690162596720825
"10",0,0.798392640725484,4.63012723251362,0.932530980246992,1.9920735102899,0.740533053538661,3.35812878745265,0.566208762218525,4.97605920096668,0.888743374931939,2.71826438389527,0.457787148128696,4.60295075348018,0.440157409318618,6.26853620391942,0.230804061533378,2.77447393078987,0.877658027702075,3.23385415050503,0.119749685823032,3.63786257902309
"11",0,0.958261668570547,0.786054929827386,0.840217584656382,2.64691279436008,0.901490526660094,2.93554717602322,0.0721718304370497,0.661916554720442,0.971558913342419,1.31789440465088,0.689379658702548,0.965815345625287,0.760017048381558,2.66090257207445,0.674300149111929,0.853498032676904,0.953130316840505,1.05667631138883,0.908602536462472,1.37125591676854
"12",0,0.933464890929977,0.931049764510162,0.99738152899817,0.488673802253993,0.22343993099718,1.31728618429174,0.244435746773981,1.47338299744686,0.96299551847908,0.536705289568865,0.345361787440572,1.91866597969018,0.663158643561501,1.16877566215917,0.957973099626607,0.601155760073685,0.823633034852972,1.03300310731969,0.660854430851515,1.42791418438226
"13",0,0.957320005280724,2.17020422938153,0.953084895831765,1.60220681961437,0.647152458497783,3.10409772779031,0.98777896100732,0.695134355369617,0.0293688954777552,2.44930579539431,0.0758213321083976,0.331324366632653,0.992781771807099,9.77569215596042,0.988653215183313,0.652215149814133,0.997614131667565,4.07614251737045,0.113843854521439,7.1691216707279
"14",0,NA,0.61433267337795,0.922136486851386,0.316129303660415,0.697307133515249,0.991173776508231,0.868646862215176,1.96646039258955,0.957299403313816,0.430354498979855,0.963803814093885,0.440052073728815,-0.0790288050385174,0.774694012407291,0.0644049740329732,0.662283842202597,0.807979192043776,0.731025149213999,0.490174896330861,0.728660297403479
"15",0,0.0140793796469098,0.26839951787281,0.57665790995021,0.320715415526116,0.866639954448961,0.227326672829205,0.810014552077486,0.413571468417602,0.572042409179741,0.41609708873788,0.536712059452749,0.262165829899315,0.377551042345839,0.5000035159716,-0.0669870989183415,0.987446217156412,-0.176525287581762,0.804565143648773,0.652073087005573,0.362198776996937
"16",0,0.923145314218689,1.07887498654898,0.972315806612557,0.390235334152976,0.930587962807747,1.38109688138481,0.894041245951473,0.857104422913375,0.963856999311182,0.558809321520112,0.909241511922492,0.776582255546374,0.810044247046008,0.727231449613134,0.393797011065932,0.549017614940841,0.697908151823558,0.58291256834704,0.939089009617188,1.01512410148835
